,2022.3.9,,,
147.75,149.028,149.026,149.030,149.013
147.80,149.027,149.024,149.029,149.012
147.85,149.026,149.025,149.029,149.013
147.90,149.025,149.025,149.028,149.014
147.95,149.024,149.026,149.028,149.014
148.00,149.025,149.025,149.027,149.015
148.05,149.024,149.025,149.027,149.016
148.10,149.024,149.025,149.028,149.016
148.15,149.023,149.024,149.028,149.016
148.20,149.023,149.023,149.029,149.016
148.25,149.022,149.023,149.029,149.015
148.30,149.021,149.023,149.030,149.015
148.35,149.022,149.023,149.031,149.015
148.40,149.022,149.023,149.032,149.015
148.45,149.024,149.024,149.032,149.016
148.50,149.023,149.025,149.032,149.016
148.55,149.024,149.025,149.033,149.016
148.60,149.024,149.025,149.033,149.016
148.65,149.024,149.025,149.033,149.015
148.70,149.024,149.025,149.034,149.015
148.75,149.025,149.024,149.034,149.015
148.80,149.025,149.024,149.034,149.015
148.85,149.025,149.025,149.033,149.015
148.90,149.025,149.024,149.032,149.015
148.95,149.025,149.025,149.032,149.015
149.00,149.025,149.024,149.031,149.015
149.05,149.025,149.023,149.031,149.015
149.10,149.025,149.023,149.032,149.015
149.15,149.025,149.022,149.031,149.015
149.20,149.025,149.022,149.031,149.015
149.25,149.026,149.021,149.032,149.015
149.30,149.026,149.020,149.033,149.015
149.35,149.026,149.018,149.032,149.015
149.40,149.026,149.017,149.031,149.015
149.45,149.027,149.016,149.032,149.015
149.50,149.028,149.017,149.031,149.015
149.55,149.028,149.017,149.032,149.015
149.60,149.028,149.017,149.031,149.015
149.65,149.029,149.018,149.029,149.015
149.70,149.029,149.020,149.028,149.015
149.75,149.029,149.020,149.028,149.015
149.80,149.029,149.020,149.026,149.014
149.85,149.028,149.021,149.026,149.014
149.90,149.028,149.019,149.024,149.013
149.95,149.029,149.018,149.025,149.013
150.00,149.030,149.017,149.024,149.012
150.05,149.031,149.018,149.021,149.011
150.10,149.031,149.016,149.022,149.012
150.15,149.031,149.016,149.023,149.012
150.20,149.030,149.015,149.023,149.012
150.25,149.029,149.014,149.025,149.012
150.30,149.029,149.015,149.027,149.012
150.35,149.029,149.014,149.027,149.010
150.40,149.027,149.014,149.029,149.012
150.45,149.027,149.014,149.029,149.011
150.50,149.027,149.014,149.029,149.012
150.55,149.026,149.014,149.029,149.012
150.60,149.026,149.013,149.028,149.011
150.65,149.026,149.012,149.027,149.011
150.70,149.025,149.011,149.027,149.011
150.75,149.024,149.011,149.027,149.011
150.80,149.025,149.012,149.028,149.010
150.85,149.025,149.012,149.028,149.010
150.90,149.026,149.013,149.029,149.010
150.95,149.026,149.013,149.029,149.011
151.00,149.027,149.014,149.028,149.010
151.05,149.027,149.014,149.029,149.010
151.10,149.027,149.015,149.028,149.010
151.15,149.027,149.015,149.027,149.010
151.20,149.027,149.014,149.027,149.010
151.25,149.026,149.014,149.026,149.010
151.30,149.026,149.015,149.025,149.010
151.35,149.027,149.016,149.024,149.010
151.40,149.026,149.014,149.024,149.009
151.45,149.026,149.015,149.024,149.009
151.50,149.027,149.015,149.023,149.009
151.55,149.027,149.014,149.023,149.009
151.60,149.027,149.015,149.022,149.009
151.65,149.028,149.015,149.020,149.008
151.70,149.029,149.015,149.019,149.008
151.75,149.028,149.015,149.019,149.008
151.80,149.028,149.014,149.018,149.008
151.85,149.028,149.014,149.018,149.008
151.90,149.028,149.014,149.018,149.007
151.95,149.028,149.015,149.019,149.008
152.00,149.028,149.015,149.020,149.007
152.05,149.027,149.015,149.021,149.008
152.10,149.029,149.015,149.023,149.008
152.15,149.028,149.015,149.024,149.009
152.20,149.028,149.015,149.025,149.007
152.25,149.028,149.015,149.025,149.008
152.30,149.028,149.015,149.025,149.008
152.35,149.030,149.015,149.024,149.008
152.40,149.030,149.016,149.024,149.008
152.45,149.031,149.016,149.023,149.007
152.50,149.032,149.017,149.023,149.008
152.55,149.032,149.018,149.023,149.007
152.60,149.032,149.019,149.023,149.007
152.65,149.033,149.019,149.023,149.007
152.70,149.031,149.020,149.023,149.007
152.75,149.031,149.020,149.023,149.006
152.80,149.030,149.021,149.024,149.007
152.85,149.030,149.021,149.024,149.007
152.90,149.031,149.021,149.025,149.007
152.95,149.031,149.021,149.025,149.006
153.00,149.031,149.020,149.025,149.007
153.05,149.031,149.019,149.025,149.007
153.10,149.031,149.018,149.025,149.005
153.15,149.031,149.017,149.025,149.006
153.20,149.031,149.018,149.025,149.005
153.25,149.030,149.017,149.025,149.006
153.30,149.030,149.018,149.025,149.006
153.35,149.029,149.018,149.025,149.006
153.40,149.029,149.018,149.025,149.006
153.45,149.030,149.017,149.025,149.006
153.50,149.029,149.018,149.026,149.006
153.55,149.029,149.018,149.026,149.006
153.60,149.030,149.017,149.025,149.006
153.65,149.030,149.017,149.025,149.006
153.70,149.030,149.017,149.024,149.006
153.75,149.030,149.017,149.023,149.006
153.80,149.031,149.017,149.023,149.006
153.85,149.031,149.016,149.022,149.005
153.90,149.031,149.016,149.023,149.006
153.95,149.031,149.016,149.023,149.005
154.00,149.032,149.016,149.023,149.005
154.05,149.032,149.016,149.024,149.005
154.10,149.031,149.017,149.024,149.005
154.15,149.032,149.018,149.025,149.005
154.20,149.032,149.019,149.025,149.006
154.25,149.033,149.020,149.025,149.006
154.30,149.033,149.020,149.024,149.006
154.35,149.034,149.020,149.023,149.005
154.40,149.034,149.020,149.021,149.006
154.45,149.034,149.020,149.021,149.006
154.50,149.034,149.019,149.021,149.006
154.55,149.036,149.018,149.020,149.007
154.60,149.036,149.018,149.019,149.008
154.65,149.036,149.019,149.019,149.009
154.70,149.036,149.019,149.018,149.010
154.75,149.036,149.019,149.018,149.011
154.80,149.036,149.020,149.017,149.010
154.85,149.036,149.021,149.017,149.009
154.90,149.035,149.021,149.017,149.009
154.95,149.036,149.021,149.018,149.007
155.00,149.035,149.020,149.020,149.005
155.05,149.035,149.020,149.022,149.005
155.10,149.035,149.019,149.023,149.006
155.15,149.035,149.019,149.025,149.006
155.20,149.035,149.018,149.026,149.006
155.25,149.034,149.018,149.026,149.008
155.30,149.035,149.018,149.026,149.009
155.35,149.035,149.018,149.023,149.010
155.40,149.035,149.018,149.022,149.010
155.45,149.034,149.018,149.020,149.010
155.50,149.033,149.018,149.019,149.010
155.55,149.032,149.018,149.019,149.009
155.60,149.030,149.017,149.020,149.009
155.65,149.029,149.018,149.021,149.008
155.70,149.029,149.018,149.021,149.009
155.75,149.028,149.017,149.021,149.007
155.80,149.028,149.018,149.021,149.008
155.85,149.028,149.017,149.020,149.008
155.90,149.028,149.016,149.019,149.007
155.95,149.028,149.015,149.019,149.007
156.00,149.027,149.014,149.019,149.007
156.05,149.027,149.014,149.019,149.008
156.10,149.027,149.013,149.020,149.008
156.15,149.026,149.013,149.021,149.008
156.20,149.027,149.014,149.021,149.009
156.25,149.026,149.014,149.021,149.009
156.30,149.026,149.014,149.020,149.009
156.35,149.026,149.014,149.019,149.009
156.40,149.026,149.014,149.019,149.008
156.45,149.025,149.013,149.019,149.008
156.50,149.025,149.014,149.018,149.008
156.55,149.025,149.013,149.019,149.008
156.60,149.025,149.013,149.020,149.007
156.65,149.025,149.013,149.021,149.007
156.70,149.025,149.013,149.022,149.008
156.75,149.025,149.013,149.022,149.007
156.80,149.025,149.013,149.022,149.006
156.85,149.025,149.013,149.021,149.007
156.90,149.025,149.014,149.019,149.006
156.95,149.025,149.013,149.018,149.006
157.00,149.026,149.013,149.017,149.005
157.05,149.026,149.013,149.017,149.005
157.10,149.026,149.013,149.016,149.004
157.15,149.026,149.013,149.018,149.003
157.20,149.026,149.012,149.018,149.002
157.25,149.026,149.011,149.017,148.999
157.30,149.026,149.010,149.017,149.000
157.35,149.025,149.011,149.017,148.998
157.40,149.026,149.011,149.017,148.999
157.45,149.027,149.012,149.018,149.000
157.50,149.026,149.012,149.019,148.999
157.55,149.027,149.013,149.020,148.999
157.60,149.026,149.013,149.020,148.999
157.65,149.027,149.013,149.020,149.001
157.70,149.026,149.013,149.021,149.000
157.75,149.026,149.012,149.020,149.000
157.80,149.026,149.011,149.019,148.999
157.85,149.025,149.011,149.020,149.000
157.90,149.026,149.011,149.020,149.000
157.95,149.026,149.011,149.019,148.999
158.00,149.026,149.011,149.019,149.000
158.05,149.026,149.011,149.019,149.001
158.10,149.026,149.011,149.019,149.003
158.15,149.026,149.010,149.019,149.005
158.20,149.026,149.009,149.018,149.006
158.25,149.027,149.009,149.018,149.007
158.30,149.026,149.009,149.018,149.008
158.35,149.026,149.009,149.018,149.006
158.40,149.026,149.010,149.019,149.005
158.45,149.026,149.011,149.019,149.005
158.50,149.026,149.011,149.019,149.004
158.55,149.026,149.012,149.020,149.004
158.60,149.026,149.011,149.020,149.003
158.65,149.026,149.012,149.021,149.003
158.70,149.026,149.011,149.022,149.004
158.75,149.026,149.011,149.022,149.004
158.80,149.026,149.011,149.023,149.004
158.85,149.026,149.011,149.022,149.004
158.90,149.026,149.011,149.021,149.005
158.95,149.026,149.011,149.019,149.005
159.00,149.026,149.012,149.017,149.004
159.05,149.026,149.013,149.014,149.004
159.10,149.026,149.013,149.012,149.005
159.15,149.026,149.014,149.011,149.005
159.20,149.026,149.013,149.012,149.004
159.25,149.025,149.013,149.013,149.004
159.30,149.025,149.013,149.016,149.003
159.35,149.025,149.013,149.018,149.002
159.40,149.024,149.012,149.020,149.002
159.45,149.024,149.012,149.021,149.002
159.50,149.023,149.012,149.022,149.002
159.55,149.023,149.013,149.020,149.001
159.60,149.024,149.012,149.018,149.001
159.65,149.023,149.013,149.016,149.001
159.70,149.024,149.013,149.014,149.000
159.75,149.024,149.013,149.014,149.001
159.80,149.024,149.013,149.013,149.000
159.85,149.024,149.013,149.014,149.002
159.90,149.024,149.012,149.016,149.001
159.95,149.023,149.012,149.017,149.002
160.00,149.023,149.012,149.016,149.003
160.05,149.023,149.012,149.017,149.003
160.10,149.023,149.012,149.017,149.003
160.15,149.023,149.013,149.017,149.003
160.20,149.023,149.014,149.017,149.002
160.25,149.023,149.014,149.019,149.003
160.30,149.024,149.014,149.019,149.003
160.35,149.024,149.015,149.019,149.003
160.40,149.024,149.014,149.019,149.002
160.45,149.024,149.015,149.020,149.001
160.50,149.023,149.015,149.018,149.001
160.55,149.024,149.016,149.017,149.001
160.60,149.024,149.015,149.017,149.000
160.65,149.024,149.016,149.016,149.000
160.70,149.024,149.017,149.015,149.001
160.75,149.024,149.017,149.015,149.001
160.80,149.024,149.018,149.017,149.001
160.85,149.024,149.018,149.017,149.000
160.90,149.023,149.018,149.017,149.001
160.95,149.024,149.019,149.018,149.000
161.00,149.024,149.018,149.018,149.000
161.05,149.024,149.017,149.018,149.000
161.10,149.024,149.018,149.017,148.999
161.15,149.024,149.017,149.018,148.999
161.20,149.024,149.016,149.018,148.998
161.25,149.024,149.017,149.018,148.998
161.30,149.024,149.017,149.019,148.998
161.35,149.024,149.018,149.020,148.998
161.40,149.024,149.018,149.021,148.998
161.45,149.024,149.018,149.022,148.999
161.50,149.024,149.020,149.022,148.999
161.55,149.024,149.020,149.023,149.000
161.60,149.023,149.019,149.023,149.000
161.65,149.022,149.020,149.022,149.000
161.70,149.022,149.019,149.021,148.999
161.75,149.020,149.020,149.020,148.999
161.80,149.020,149.020,149.019,148.999
161.85,149.020,149.019,149.019,148.999
161.90,149.020,149.019,149.020,148.999
161.95,149.020,149.019,149.020,149.000
162.00,149.021,149.019,149.021,149.000
162.05,149.020,149.018,149.021,148.999
162.10,149.020,149.018,149.022,149.000
162.15,149.020,149.018,149.022,148.999
162.20,149.020,149.018,149.023,148.999
162.25,149.020,149.018,149.022,149.000
162.30,149.020,149.018,149.022,149.001
162.35,149.020,149.020,149.022,149.001
162.40,149.019,149.019,149.022,149.001
162.45,149.020,149.020,149.022,149.003
162.50,149.019,149.020,149.021,149.002
162.55,149.019,149.020,149.022,149.002
162.60,149.020,149.020,149.021,149.002
162.65,149.019,149.019,149.021,149.002
162.70,149.020,149.020,149.021,149.002
162.75,149.020,149.021,149.020,149.002
162.80,149.021,149.020,149.020,149.002
162.85,149.021,149.021,149.019,149.003
162.90,149.021,149.021,149.019,149.003
162.95,149.021,149.020,149.019,149.003
163.00,149.022,149.020,149.019,149.004
163.05,149.022,149.020,149.019,149.004
163.10,149.022,149.019,149.019,149.004
163.15,149.023,149.019,149.020,149.004
163.20,149.023,149.019,149.019,149.004
163.25,149.023,149.018,149.020,149.003
163.30,149.023,149.018,149.019,149.003
163.35,149.023,149.017,149.019,149.003
163.40,149.022,149.017,149.018,149.003
163.45,149.023,149.017,149.018,149.003
163.50,149.022,149.017,149.017,149.003
163.55,149.021,149.017,149.017,149.003
163.60,149.021,149.016,149.016,149.003
163.65,149.021,149.017,149.016,149.002
163.70,149.021,149.017,149.016,149.003
163.75,149.021,149.017,149.017,149.002
163.80,149.021,149.017,149.018,149.002
163.85,149.021,149.017,149.019,149.002
163.90,149.020,149.017,149.020,149.002
163.95,149.021,149.018,149.021,149.002
164.00,149.021,149.018,149.021,149.002
164.05,149.021,149.018,149.021,149.003
164.10,149.021,149.017,149.019,149.003
164.15,149.022,149.017,149.019,149.003
164.20,149.022,149.017,149.018,149.003
164.25,149.022,149.016,149.018,149.003
164.30,149.021,149.016,149.018,149.003
164.35,149.021,149.016,149.018,149.002
164.40,149.022,149.016,149.020,149.003
164.45,149.021,149.016,149.020,149.002
164.50,149.021,149.016,149.021,149.002
164.55,149.021,149.014,149.021,149.001
164.60,149.021,149.014,149.021,149.000
164.65,149.020,149.014,149.021,149.000
164.70,149.020,149.014,149.022,149.001
164.75,149.020,149.015,149.022,149.001
164.80,149.020,149.015,149.023,149.002
164.85,149.019,149.015,149.023,149.001
164.90,149.019,149.015,149.023,149.002
164.95,149.019,149.014,149.023,149.002
165.00,149.018,149.014,149.022,149.002
165.05,149.018,149.014,149.020,149.003
165.10,149.018,149.013,149.019,149.003
165.15,149.018,149.012,149.019,149.003
165.20,149.018,149.013,149.019,149.002
165.25,149.019,149.013,149.020,149.000
165.30,149.019,149.013,149.020,149.000
165.35,149.020,149.012,149.021,148.997
165.40,149.019,149.013,149.022,148.996
165.45,149.019,149.013,149.022,148.995
165.50,149.019,149.013,149.021,148.996
165.55,149.018,149.013,149.020,148.998
165.60,149.018,149.012,149.019,148.998
165.65,149.018,149.013,149.019,149.000
165.70,149.018,149.012,149.018,149.001
165.75,149.018,149.012,149.018,149.001
165.80,149.018,149.011,149.017,149.001
165.85,149.018,149.010,149.017,149.000
165.90,149.017,149.010,149.018,149.000
165.95,149.018,149.010,149.018,149.001
166.00,149.018,149.010,149.017,149.001
166.05,149.019,149.010,149.017,149.002
166.10,149.019,149.010,149.018,149.002
166.15,149.019,149.010,149.018,149.002
166.20,149.018,149.009,149.018,149.002
166.25,149.017,149.008,149.017,149.002
166.30,149.017,149.007,149.018,149.001
166.35,149.017,149.007,149.018,149.002
166.40,149.017,149.007,149.019,149.002
166.45,149.017,149.008,149.020,149.002
166.50,149.018,149.009,149.020,149.002
166.55,149.018,149.009,149.021,149.002
166.60,149.019,149.009,149.021,149.002
166.65,149.019,149.010,149.021,149.001
166.70,149.019,149.009,149.021,149.001
166.75,149.020,149.009,149.019,149.001
166.80,149.020,149.008,149.019,149.001
166.85,149.021,149.009,149.018,149.002
166.90,149.022,149.009,149.017,149.001
166.95,149.022,149.008,149.016,149.001
167.00,149.022,149.008,149.015,149.001
167.05,149.023,149.008,149.014,149.000
167.10,149.022,149.009,149.013,149.000
167.15,149.022,149.009,149.013,149.001
167.20,149.021,149.009,149.012,148.999
167.25,149.021,149.009,149.012,149.000
167.30,149.021,149.009,149.012,149.000
167.35,149.021,149.009,149.012,148.999
167.40,149.022,149.009,149.011,149.000
167.45,149.023,149.008,149.011,148.999
167.50,149.023,149.007,149.011,149.000
167.55,149.023,149.008,149.010,148.999
167.60,149.023,149.008,149.011,148.998
167.65,149.023,149.008,149.010,148.999
167.70,149.023,149.009,149.011,148.999
167.75,149.023,149.009,149.009,149.000
167.80,149.023,149.010,149.010,149.001
167.85,149.023,149.011,149.011,149.002
167.90,149.023,149.011,149.011,149.003
167.95,149.024,149.010,149.012,149.003
168.00,149.024,149.009,149.013,149.002
168.05,149.025,149.010,149.015,149.001
168.10,149.026,149.009,149.016,149.000
168.15,149.026,149.009,149.018,149.000
168.20,149.026,149.009,149.018,148.999
168.25,149.026,149.009,149.019,149.000
168.30,149.024,149.009,149.019,149.001
168.35,149.024,149.010,149.019,149.001
168.40,149.024,149.010,149.018,149.002
168.45,149.024,149.009,149.018,149.002
168.50,149.023,149.010,149.018,149.003
168.55,149.024,149.010,149.018,149.001
168.60,149.025,149.009,149.019,149.000
168.65,149.025,149.009,149.018,148.999
168.70,149.026,149.009,149.018,148.999
168.75,149.025,149.009,149.019,148.999
168.80,149.026,149.009,149.020,149.001
168.85,149.026,149.009,149.021,149.002
168.90,149.026,149.009,149.021,149.004
168.95,149.027,149.009,149.023,149.005
169.00,149.027,149.009,149.023,149.006
169.05,149.027,149.009,149.023,149.007
169.10,149.027,149.010,149.023,149.007
169.15,149.028,149.010,149.023,149.007
169.20,149.028,149.011,149.023,149.006
169.25,149.028,149.011,149.022,149.006
169.30,149.029,149.012,149.023,149.006
169.35,149.029,149.012,149.023,149.005
169.40,149.029,149.012,149.022,149.005
169.45,149.028,149.012,149.022,149.005
169.50,149.028,149.012,149.022,149.005
169.55,149.028,149.011,149.022,149.005
169.60,149.027,149.011,149.022,149.004
169.65,149.027,149.011,149.022,149.005
169.70,149.028,149.012,149.022,149.006
169.75,149.028,149.011,149.022,149.005
169.80,149.027,149.011,149.022,149.005
169.85,149.027,149.011,149.022,149.006
169.90,149.026,149.011,149.022,149.006
169.95,149.026,149.011,149.022,149.005
170.00,149.025,149.011,149.022,149.005
170.05,149.025,149.011,149.022,149.006
170.10,149.025,149.011,149.022,149.006
170.15,149.025,149.011,149.023,149.005
170.20,149.025,149.011,149.023,149.006
170.25,149.025,149.011,149.023,149.005
170.30,149.025,149.012,149.022,149.006
170.35,149.025,149.012,149.021,149.004
170.40,149.025,149.011,149.021,149.006
170.45,149.025,149.012,149.021,149.007
170.50,149.026,149.011,149.021,149.006
170.55,149.026,149.011,149.021,149.007
170.60,149.026,149.011,149.021,149.007
170.65,149.026,149.011,149.021,149.005
170.70,149.025,149.011,149.020,149.005
170.75,149.026,149.011,149.020,149.005
170.80,149.025,149.010,149.019,149.004
170.85,149.025,149.010,149.018,149.003
170.90,149.026,149.011,149.019,149.002
170.95,149.026,149.010,149.018,149.002
171.00,149.025,149.012,149.018,149.001
171.05,149.025,149.011,149.018,149.000
171.10,149.025,149.011,149.017,149.000
171.15,149.025,149.011,149.017,148.999
171.20,149.024,149.011,149.017,149.001
171.25,149.024,149.012,149.017,149.001
171.30,149.025,149.012,149.017,149.002
171.35,149.025,149.013,149.016,149.003
171.40,149.025,149.013,149.016,149.003
171.45,149.025,149.013,149.015,149.004
171.50,149.024,149.013,149.014,149.003
171.55,149.024,149.013,149.013,149.003
171.60,149.024,149.013,149.014,149.002
171.65,149.023,149.013,149.015,149.002
171.70,149.023,149.013,149.015,149.002
171.75,149.023,149.013,149.016,149.002
171.80,149.023,149.013,149.015,149.001
171.85,149.024,149.014,149.015,149.002
171.90,149.023,149.014,149.014,149.001
171.95,149.023,149.014,149.013,149.002
172.00,149.023,149.015,149.012,149.001
172.05,149.024,149.015,149.011,149.001
172.10,149.024,149.015,149.010,149.001
172.15,149.024,149.015,149.009,149.000
172.20,149.024,149.014,149.010,149.001
172.25,149.023,149.014,149.009,149.000
172.30,149.024,149.013,149.010,149.000
172.35,149.022,149.013,149.011,149.000
172.40,149.023,149.013,149.013,149.000
172.45,149.022,149.014,149.013,148.999
172.50,149.022,149.014,149.015,149.000
172.55,149.023,149.014,149.016,149.000
172.60,149.022,149.014,149.017,148.999
172.65,149.022,149.015,149.017,148.999
172.70,149.022,149.015,149.017,148.999
172.75,149.022,149.016,149.017,148.999
172.80,149.022,149.016,149.016,148.999
172.85,149.021,149.016,149.016,149.000
172.90,149.022,149.016,149.015,149.000
172.95,149.022,149.017,149.016,149.001
173.00,149.022,149.016,149.016,149.000
173.05,149.021,149.014,149.016,149.001
173.10,149.022,149.014,149.016,149.001
173.15,149.022,149.014,149.016,149.000
173.20,149.022,149.013,149.016,149.000
173.25,149.022,149.013,149.016,149.001
173.30,149.022,149.014,149.017,149.001
173.35,149.022,149.015,149.017,149.002
173.40,149.022,149.015,149.016,149.003
173.45,149.022,149.015,149.016,149.002
173.50,149.021,149.014,149.017,149.003
173.55,149.021,149.016,149.016,149.003
173.60,149.021,149.015,149.017,149.002
173.65,149.021,149.014,149.019,149.002
173.70,149.021,149.014,149.019,149.002
173.75,149.021,149.014,149.020,149.002
173.80,149.022,149.015,149.021,149.002
173.85,149.022,149.015,149.022,149.001
173.90,149.023,149.014,149.022,149.001
173.95,149.022,149.014,149.022,149.001
174.00,149.023,149.014,149.022,149.001
174.05,149.023,149.014,149.022,149.001
174.10,149.023,149.015,149.022,149.001
174.15,149.023,149.014,149.023,149.002
174.20,149.023,149.014,149.023,149.002
174.25,149.024,149.014,149.024,149.003
174.30,149.024,149.014,149.024,149.002
174.35,149.024,149.013,149.025,149.004
174.40,149.025,149.012,149.024,149.003
174.45,149.024,149.012,149.023,149.004
174.50,149.025,149.012,149.023,149.004
174.55,149.025,149.012,149.022,149.003
174.60,149.025,149.012,149.022,149.004
174.65,149.025,149.013,149.022,149.003
174.70,149.025,149.013,149.022,149.004
174.75,149.024,149.013,149.022,149.003
174.80,149.024,149.013,149.022,149.003
174.85,149.025,149.013,149.023,149.004
174.90,149.026,149.013,149.023,149.004
174.95,149.027,149.013,149.023,149.004
175.00,149.028,149.014,149.023,149.004
175.05,149.029,149.014,149.023,149.003
175.10,149.029,149.014,149.023,149.004
175.15,149.028,149.015,149.022,149.004
175.20,149.027,149.015,149.023,149.003
175.25,149.027,149.015,149.023,149.003
175.30,149.027,149.015,149.022,149.004
175.35,149.026,149.016,149.022,149.003
175.40,149.026,149.016,149.022,149.003
175.45,149.026,149.016,149.022,149.003
175.50,149.027,149.016,149.022,149.004
175.55,149.027,149.016,149.021,149.003
175.60,149.028,149.016,149.022,149.004
175.65,149.027,149.017,149.021,149.004
175.70,149.027,149.017,149.021,149.003
175.75,149.027,149.017,149.021,149.004
175.80,149.027,149.018,149.019,149.003
175.85,149.026,149.019,149.018,149.003
175.90,149.026,149.019,149.017,149.003
175.95,149.026,149.019,149.015,149.002
176.00,149.026,149.019,149.016,149.002
176.05,149.025,149.018,149.016,149.001
176.10,149.025,149.016,149.016,149.001
176.15,149.025,149.016,149.016,149.000
176.20,149.024,149.015,149.016,149.001
176.25,149.025,149.015,149.016,149.001
176.30,149.024,149.015,149.015,149.000
176.35,149.024,149.014,149.015,149.001
176.40,149.024,149.015,149.014,149.001
176.45,149.024,149.015,149.014,149.002
176.50,149.023,149.015,149.015,149.001
176.55,149.023,149.016,149.014,149.001
176.60,149.024,149.015,149.015,149.001
176.65,149.024,149.016,149.015,149.001
176.70,149.024,149.015,149.015,149.000
176.75,149.024,149.015,149.015,149.000
176.80,149.025,149.015,149.015,148.999
176.85,149.024,149.015,149.016,149.000
176.90,149.025,149.014,149.015,148.999
176.95,149.024,149.014,149.015,149.000
177.00,149.025,149.014,149.016,149.001
177.05,149.025,149.015,149.016,149.001
177.10,149.025,149.015,149.016,149.004
177.15,149.025,149.014,149.018,149.004
177.20,149.025,149.014,149.018,149.005
177.25,149.025,149.014,149.018,149.005
177.30,149.026,149.013,149.019,149.004
177.35,149.025,149.013,149.019,149.004
177.40,149.025,149.012,149.018,149.002
177.45,149.026,149.013,149.018,149.004
177.50,149.025,149.013,149.018,149.002
177.55,149.025,149.013,149.019,149.003
177.60,149.025,149.013,149.019,149.003
177.65,149.024,149.014,149.020,149.003
177.70,149.024,149.014,149.021,149.003
177.75,149.024,149.013,149.021,149.002
177.80,149.024,149.013,149.021,149.003
177.85,149.024,149.014,149.021,149.003
177.90,149.024,149.014,149.021,149.004
177.95,149.025,149.014,149.020,149.004
178.00,149.025,149.013,149.019,149.005
178.05,149.024,149.014,149.019,149.007
178.10,149.025,149.014,149.019,149.007
178.15,149.025,149.014,149.019,149.007
178.20,149.024,149.015,149.021,149.007
178.25,149.024,149.013,149.021,149.006
178.30,149.024,149.014,149.023,149.007
178.35,149.023,149.014,149.025,149.006
178.40,149.023,149.014,149.025,149.007
178.45,149.022,149.013,149.025,149.006
178.50,149.023,149.013,149.025,149.007
178.55,149.022,149.013,149.026,149.006
178.60,149.022,149.014,149.027,149.007
178.65,149.023,149.013,149.028,149.006
178.70,149.023,149.013,149.028,149.007
178.75,149.023,149.013,149.028,149.006
178.80,149.022,149.012,149.028,149.006
178.85,149.022,149.011,149.026,149.005
178.90,149.022,149.010,149.026,149.005
178.95,149.021,149.009,149.025,149.005
179.00,149.022,149.009,149.026,149.006
179.05,149.021,149.010,149.025,149.006
179.10,149.021,149.011,149.026,149.007
179.15,149.022,149.012,149.027,149.008
179.20,149.020,149.012,149.026,149.008
179.25,149.021,149.012,149.026,149.008
179.30,149.020,149.011,149.026,149.008
179.35,149.020,149.012,149.025,149.008
179.40,149.020,149.011,149.024,149.008
179.45,149.018,149.011,149.024,149.008
179.50,149.019,149.012,149.024,149.009
179.55,149.019,149.011,149.023,149.008
179.60,149.019,149.012,149.022,149.009
179.65,149.019,149.011,149.022,149.008
179.70,149.020,149.011,149.020,149.008
179.75,149.019,149.010,149.020,149.006
179.80,149.020,149.010,149.019,149.008
179.85,149.019,149.010,149.018,149.007
179.90,149.019,149.010,149.018,149.008
179.95,149.020,149.011,149.018,149.007
180.00,149.020,149.009,149.017,149.007
180.05,149.020,149.008,149.018,149.007
180.10,149.020,149.007,149.018,149.007
180.15,149.021,149.006,149.018,149.007
180.20,149.021,149.005,149.019,149.007
180.25,149.021,149.006,149.019,149.006
180.30,149.021,149.007,149.021,149.007
180.35,149.021,149.008,149.021,149.007
180.40,149.022,149.008,149.023,149.007
180.45,149.022,149.009,149.024,149.008
180.50,149.023,149.009,149.025,149.007
180.55,149.024,149.007,149.024,149.007
180.60,149.024,149.009,149.024,149.007
180.65,149.025,149.009,149.023,149.007
180.70,149.026,149.009,149.024,149.006
180.75,149.026,149.010,149.023,149.006
180.80,149.025,149.011,149.023,149.008
180.85,149.025,149.011,149.025,149.007
180.90,149.026,149.011,149.025,149.007
180.95,149.026,149.011,149.025,149.007
181.00,149.025,149.011,149.024,149.007
181.05,149.026,149.011,149.023,149.008
181.10,149.026,149.010,149.024,149.007
181.15,149.026,149.011,149.023,149.007
181.20,149.026,149.010,149.024,149.008
181.25,149.026,149.010,149.023,149.008
181.30,149.026,149.009,149.023,149.007
181.35,149.026,149.009,149.022,149.007
181.40,149.025,149.009,149.023,149.008
181.45,149.026,149.009,149.022,149.008
181.50,149.025,149.009,149.020,149.008
181.55,149.024,149.010,149.019,149.009
181.60,149.024,149.010,149.018,149.009
181.65,149.024,149.010,149.018,149.009
181.70,149.023,149.010,149.016,149.009
181.75,149.023,149.010,149.016,149.008
181.80,149.022,149.008,149.017,149.007
181.85,149.022,149.008,149.017,149.007
181.90,149.022,149.008,149.018,149.007
181.95,149.022,149.008,149.020,149.008
182.00,149.022,149.008,149.021,149.007
182.05,149.021,149.008,149.022,149.007
182.10,149.021,149.009,149.022,149.007
182.15,149.022,149.009,149.024,149.007
182.20,149.021,149.009,149.024,149.007
182.25,149.022,149.009,149.024,149.008
182.30,149.022,149.010,149.023,149.008
182.35,149.023,149.009,149.023,149.008
182.40,149.023,149.010,149.023,149.009
182.45,149.022,149.011,149.022,149.009
182.50,149.023,149.011,149.022,149.009
182.55,149.024,149.011,149.023,149.009
182.60,149.024,149.012,149.023,149.009
182.65,149.024,149.014,149.024,149.010
